id,name,age,class,stream,subject,topic,difficulty,clarity,last_score,daily_hours,study_time,session_time,break_time,weekly_hours,exam_date,days_left,exam_type,priority,syllabus_done,focus,distraction,consistency,revision,practice,learning_style,screen_time,sleep,stress,motivation,study_hours,revision_time,breaks,predicted_score
462,Sneha,18,College,Arts,Math,Topic2,Hard,2,51,6,Evening,38,8,17,2026-08-04,8,Final,High,34,6,3,3,3,137,Notes,6,8,7,5,2,3,1,71
463,Simran,17,College,Commerce,Accounts,Topic8,Hard,2,65,2,Evening,60,8,40,2026-08-27,6,Unit,High,36,1,7,5,2,120,Practice,6,5,2,9,5,2,2,87
464,Rahul,19,College,Commerce,Accounts,Topic5,Hard,9,86,4,Morning,56,9,15,2026-08-08,20,Unit,High,40,5,8,10,2,89,Video,6,8,5,8,2,1,3,83
465,Rohit,17,College,Science,Math,Topic5,Medium,5,55,4,Night,41,14,32,2026-08-06,15,Unit,Medium,65,8,2,8,5,132,Practice,2,5,5,5,4,1,2,76
466,Karan,19,College,Science,Accounts,Topic10,Easy,4,71,3,Evening,32,7,28,2026-08-13,26,Final,Medium,70,10,3,10,3,78,Notes,6,8,9,7,2,1,2,64
467,Rahul,16,12,Commerce,Math,Topic8,Hard,7,88,5,Morning,47,15,24,2026-08-23,25,Final,Medium,70,3,10,5,4,114,Video,6,5,9,6,4,1,2,87
468,Rahul,19,College,Arts,Accounts,Topic8,Hard,10,77,4,Night,49,10,20,2026-08-02,18,Unit,Low,46,9,10,6,5,77,Video,6,5,3,1,4,2,2,86
469,Rahul,18,College,Arts,Math,Topic6,Easy,2,60,3,Evening,33,8,27,2026-08-18,23,Final,High,45,3,9,7,2,108,Video,4,8,10,8,5,3,2,69
470,Rahul,20,12,Arts,CS,Topic3,Easy,2,88,4,Evening,38,9,38,2026-08-20,18,Final,High,75,4,3,9,4,53,Video,6,8,2,4,5,2,3,86
471,Priya,19,12,Science,History,Topic1,Medium,9,60,3,Evening,47,9,18,2026-08-03,15,Final,High,58,10,7,4,5,146,Video,2,8,7,1,4,2,1,84
472,Neha,19,College,Commerce,CS,Topic3,Easy,7,56,4,Night,58,12,33,2026-08-08,14,Final,Low,70,10,1,4,3,87,Practice,4,8,1,3,5,3,1,90
473,Rohit,16,College,Arts,CS,Topic3,Medium,4,56,6,Evening,34,11,15,2026-08-26,8,Final,High,67,4,9,8,1,98,Practice,4,6,1,4,2,3,2,80
474,Simran,20,College,Science,Accounts,Topic8,Easy,10,78,4,Night,42,15,16,2026-08-13,16,Unit,Medium,53,8,5,1,3,106,Practice,5,5,9,9,5,1,2,73
475,Rahul,18,College,Arts,CS,Topic8,Medium,5,70,3,Evening,43,15,28,2026-08-14,23,Final,Medium,40,6,2,6,4,103,Notes,6,6,7,4,4,2,1,77
476,Arjun,16,12,Science,Accounts,Topic10,Medium,6,64,2,Morning,38,9,40,2026-08-15,29,Unit,Low,45,1,7,10,1,124,Practice,4,8,6,8,3,2,1,82
477,Karan,16,11,Arts,Accounts,Topic8,Easy,9,74,3,Morning,48,7,23,2026-08-12,21,Final,Medium,48,9,2,8,4,115,Practice,5,8,4,9,3,3,3,63
478,Amit,19,12,Arts,Physics,Topic9,Medium,7,75,2,Evening,51,8,30,2026-08-02,17,Final,Low,54,4,3,2,1,124,Practice,2,5,9,7,4,2,2,87
479,Amit,20,College,Commerce,CS,Topic6,Hard,10,53,6,Night,45,5,31,2026-08-20,23,Final,High,61,2,8,7,2,52,Video,2,6,7,7,4,3,2,87
480,Priya,19,11,Science,Physics,Topic9,Hard,1,81,4,Morning,47,13,39,2026-08-21,12,Final,High,48,6,2,4,4,82,Practice,3,7,5,8,2,2,2,82
481,Rohit,16,11,Science,Accounts,Topic4,Easy,6,63,6,Morning,44,15,25,2026-08-13,30,Final,High,43,4,6,6,3,105,Notes,6,7,10,8,4,3,3,70
482,Simran,16,College,Arts,Math,Topic4,Easy,1,86,5,Night,32,13,38,2026-08-24,8,Unit,Medium,77,2,10,9,3,137,Practice,3,5,9,8,5,1,3,80
483,Rahul,17,12,Commerce,Accounts,Topic3,Medium,4,73,2,Evening,39,12,18,2026-08-07,8,Final,Medium,42,10,10,5,2,114,Notes,3,5,7,7,2,1,2,70
484,Amit,20,12,Arts,Physics,Topic8,Medium,9,58,6,Morning,40,10,22,2026-08-18,16,Final,Low,44,3,10,1,2,128,Video,5,5,5,1,5,1,2,74
485,Rahul,16,College,Science,CS,Topic4,Medium,9,82,2,Night,31,9,39,2026-08-01,22,Unit,High,40,10,6,6,5,107,Video,3,8,3,9,4,2,3,81
486,Rahul,20,College,Arts,Physics,Topic10,Hard,3,89,3,Morning,32,14,16,2026-08-28,15,Final,Low,35,10,10,9,5,103,Video,6,6,10,9,3,2,3,87
487,Anjali,19,12,Arts,CS,Topic5,Easy,7,88,4,Night,58,10,18,2026-08-04,15,Final,Low,52,3,8,4,1,55,Video,3,6,8,3,2,3,3,83
488,Neha,17,11,Science,Accounts,Topic5,Easy,2,86,2,Evening,36,6,25,2026-08-04,16,Final,High,38,4,4,8,2,68,Video,6,5,6,8,5,1,1,86
489,Arjun,19,11,Science,History,Topic8,Easy,4,81,3,Morning,44,13,32,2026-08-09,6,Unit,High,47,5,9,4,1,70,Notes,2,6,3,6,5,2,2,68
490,Priya,20,College,Science,Accounts,Topic6,Medium,5,56,4,Night,56,10,23,2026-08-21,29,Final,High,68,7,8,6,4,115,Video,3,6,6,8,4,3,1,61
491,Rohit,18,11,Arts,Math,Topic6,Hard,1,64,5,Night,35,5,19,2026-08-12,18,Final,Low,48,2,1,10,2,135,Practice,3,8,6,5,2,1,3,68
492,Sneha,16,11,Arts,CS,Topic10,Easy,10,76,5,Morning,33,13,22,2026-08-26,8,Final,Low,79,3,3,3,1,99,Practice,5,7,2,1,5,3,1,76
493,Rohit,20,11,Science,CS,Topic9,Medium,5,84,6,Night,52,7,34,2026-08-18,8,Final,Low,67,5,4,5,3,121,Practice,6,6,8,2,5,1,1,86
494,Neha,19,College,Arts,Math,Topic4,Easy,1,77,3,Evening,42,8,38,2026-08-15,30,Final,Medium,39,4,7,4,4,97,Practice,5,7,2,3,5,3,2,63
495,Neha,18,College,Commerce,Math,Topic4,Easy,5,87,3,Evening,46,5,29,2026-08-22,22,Final,Low,70,4,3,9,1,147,Video,3,7,2,5,3,1,1,63
496,Amit,16,12,Commerce,Physics,Topic5,Easy,10,57,2,Morning,51,6,20,2026-08-25,17,Unit,Medium,73,6,5,4,3,70,Practice,2,6,5,9,4,3,3,69
497,Arjun,20,College,Commerce,History,Topic8,Medium,2,57,4,Morning,53,10,25,2026-08-01,9,Unit,Medium,50,7,9,1,3,134,Notes,3,8,2,6,5,1,2,81
498,Anjali,20,11,Arts,Math,Topic3,Easy,1,84,3,Night,44,7,26,2026-08-01,26,Final,Low,49,6,3,2,2,54,Practice,5,6,5,2,4,2,1,77
499,Rahul,18,11,Commerce,CS,Topic7,Hard,5,58,3,Morning,31,8,40,2026-08-12,6,Final,High,32,9,4,1,3,115,Practice,3,6,7,8,4,2,3,60
500,Sneha,16,11,Commerce,Math,Topic8,Easy,5,77,6,Night,42,14,24,2026-08-28,30,Final,Medium,40,1,6,9,4,60,Video,4,6,7,3,4,1,3,61
