id,name,age,class,stream,subject,topic,difficulty,clarity,last_score,daily_hours,study_time,session_time,break_time,weekly_hours,days_left,exam_type,priority,syllabus_done,focus,distraction,consistency,revision,practice,learning_style,screen_time,sleep,stress,motivation,study_hours,revision_time,breaks,predicted_score,exam_year,exam_month,exam_day,exam_weekday
450,Anjali,20,12,Arts,Physics,Topic1,Hard,5,84,2,Morning,32,14,16,25,Final,High,42,4,6,7,1,147,Practice,3,7,8,6,5,1,3,70,2026,8,20,3
451,Arjun,17,12,Science,Math,Topic6,Medium,6,75,4,Morning,41,11,30,18,Unit,Medium,37,4,4,10,5,69,Video,4,6,10,6,5,3,1,73,2026,8,3,0
452,Priya,20,12,Science,Physics,Topic10,Easy,3,79,5,Night,42,11,31,28,Final,Low,79,8,7,2,2,69,Practice,3,8,1,8,5,3,3,80,2026,8,14,4
453,Rohit,18,College,Arts,Accounts,Topic8,Hard,8,53,3,Morning,47,8,28,25,Final,High,57,2,9,6,2,90,Notes,3,8,6,8,5,1,1,89,2026,8,6,3
454,Rahul,16,College,Arts,Physics,Topic8,Easy,2,72,6,Morning,49,5,33,7,Final,High,65,9,4,8,2,99,Video,2,6,5,3,4,1,1,85,2026,8,5,2
455,Rahul,16,College,Arts,Physics,Topic7,Easy,1,52,2,Night,59,5,40,12,Final,Low,63,6,9,8,3,95,Video,2,8,4,8,3,2,3,60,2026,8,3,0
456,Rohit,16,11,Science,CS,Topic2,Medium,3,87,2,Night,30,10,19,5,Unit,High,35,6,4,7,3,101,Video,3,5,8,2,2,2,1,66,2026,8,26,2
457,Karan,19,College,Arts,Accounts,Topic7,Hard,7,51,2,Evening,58,13,19,19,Final,Low,52,3,8,9,3,121,Video,4,7,1,8,3,3,1,61,2026,8,6,3
458,Neha,19,11,Commerce,Math,Topic1,Hard,7,58,6,Night,52,7,40,18,Final,Medium,59,2,6,2,3,68,Video,2,5,4,4,3,2,3,67,2026,8,1,5
459,Neha,16,12,Science,Physics,Topic10,Hard,1,64,5,Evening,39,14,35,30,Unit,Low,53,1,5,10,4,135,Notes,3,5,2,5,2,3,3,74,2026,8,16,6
460,Anjali,18,12,Arts,Accounts,Topic6,Easy,8,52,4,Morning,33,13,31,26,Final,High,72,10,10,7,2,128,Notes,4,7,4,1,5,1,3,82,2026,8,11,1
461,Priya,18,11,Arts,Accounts,Topic1,Medium,9,72,5,Evening,57,5,26,6,Final,High,59,10,8,3,5,68,Video,6,8,10,9,2,3,2,73,2026,8,28,4
462,Sneha,18,College,Arts,Math,Topic2,Hard,2,51,6,Evening,38,8,17,8,Final,High,34,6,3,3,3,137,Notes,6,8,7,5,2,3,1,71,2026,8,4,1
463,Simran,17,College,Commerce,Accounts,Topic8,Hard,2,65,2,Evening,60,8,40,6,Unit,High,36,1,7,5,2,120,Practice,6,5,2,9,5,2,2,87,2026,8,27,3
464,Rahul,19,College,Commerce,Accounts,Topic5,Hard,9,86,4,Morning,56,9,15,20,Unit,High,40,5,8,10,2,89,Video,6,8,5,8,2,1,3,83,2026,8,8,5
465,Rohit,17,College,Science,Math,Topic5,Medium,5,55,4,Night,41,14,32,15,Unit,Medium,65,8,2,8,5,132,Practice,2,5,5,5,4,1,2,76,2026,8,6,3
466,Karan,19,College,Science,Accounts,Topic10,Easy,4,71,3,Evening,32,7,28,26,Final,Medium,70,10,3,10,3,78,Notes,6,8,9,7,2,1,2,64,2026,8,13,3
467,Rahul,16,12,Commerce,Math,Topic8,Hard,7,88,5,Morning,47,15,24,25,Final,Medium,70,3,10,5,4,114,Video,6,5,9,6,4,1,2,87,2026,8,23,6
468,Rahul,19,College,Arts,Accounts,Topic8,Hard,10,77,4,Night,49,10,20,18,Unit,Low,46,9,10,6,5,77,Video,6,5,3,1,4,2,2,86,2026,8,2,6
469,Rahul,18,College,Arts,Math,Topic6,Easy,2,60,3,Evening,33,8,27,23,Final,High,45,3,9,7,2,108,Video,4,8,10,8,5,3,2,69,2026,8,18,1
470,Rahul,20,12,Arts,CS,Topic3,Easy,2,88,4,Evening,38,9,38,18,Final,High,75,4,3,9,4,53,Video,6,8,2,4,5,2,3,86,2026,8,20,3
471,Priya,19,12,Science,History,Topic1,Medium,9,60,3,Evening,47,9,18,15,Final,High,58,10,7,4,5,146,Video,2,8,7,1,4,2,1,84,2026,8,3,0
472,Neha,19,College,Commerce,CS,Topic3,Easy,7,56,4,Night,58,12,33,14,Final,Low,70,10,1,4,3,87,Practice,4,8,1,3,5,3,1,90,2026,8,8,5
473,Rohit,16,College,Arts,CS,Topic3,Medium,4,56,6,Evening,34,11,15,8,Final,High,67,4,9,8,1,98,Practice,4,6,1,4,2,3,2,80,2026,8,26,2
474,Simran,20,College,Science,Accounts,Topic8,Easy,10,78,4,Night,42,15,16,16,Unit,Medium,53,8,5,1,3,106,Practice,5,5,9,9,5,1,2,73,2026,8,13,3
475,Rahul,18,College,Arts,CS,Topic8,Medium,5,70,3,Evening,43,15,28,23,Final,Medium,40,6,2,6,4,103,Notes,6,6,7,4,4,2,1,77,2026,8,14,4
476,Arjun,16,12,Science,Accounts,Topic10,Medium,6,64,2,Morning,38,9,40,29,Unit,Low,45,1,7,10,1,124,Practice,4,8,6,8,3,2,1,82,2026,8,15,5
477,Karan,16,11,Arts,Accounts,Topic8,Easy,9,74,3,Morning,48,7,23,21,Final,Medium,48,9,2,8,4,115,Practice,5,8,4,9,3,3,3,63,2026,8,12,2
478,Amit,19,12,Arts,Physics,Topic9,Medium,7,75,2,Evening,51,8,30,17,Final,Low,54,4,3,2,1,124,Practice,2,5,9,7,4,2,2,87,2026,8,2,6
479,Amit,20,College,Commerce,CS,Topic6,Hard,10,53,6,Night,45,5,31,23,Final,High,61,2,8,7,2,52,Video,2,6,7,7,4,3,2,87,2026,8,20,3
480,Priya,19,11,Science,Physics,Topic9,Hard,1,81,4,Morning,47,13,39,12,Final,High,48,6,2,4,4,82,Practice,3,7,5,8,2,2,2,82,2026,8,21,4
481,Rohit,16,11,Science,Accounts,Topic4,Easy,6,63,6,Morning,44,15,25,30,Final,High,43,4,6,6,3,105,Notes,6,7,10,8,4,3,3,70,2026,8,13,3
482,Simran,16,College,Arts,Math,Topic4,Easy,1,86,5,Night,32,13,38,8,Unit,Medium,77,2,10,9,3,137,Practice,3,5,9,8,5,1,3,80,2026,8,24,0
483,Rahul,17,12,Commerce,Accounts,Topic3,Medium,4,73,2,Evening,39,12,18,8,Final,Medium,42,10,10,5,2,114,Notes,3,5,7,7,2,1,2,70,2026,8,7,4
484,Amit,20,12,Arts,Physics,Topic8,Medium,9,58,6,Morning,40,10,22,16,Final,Low,44,3,10,1,2,128,Video,5,5,5,1,5,1,2,74,2026,8,18,1
485,Rahul,16,College,Science,CS,Topic4,Medium,9,82,2,Night,31,9,39,22,Unit,High,40,10,6,6,5,107,Video,3,8,3,9,4,2,3,81,2026,8,1,5
486,Rahul,20,College,Arts,Physics,Topic10,Hard,3,89,3,Morning,32,14,16,15,Final,Low,35,10,10,9,5,103,Video,6,6,10,9,3,2,3,87,2026,8,28,4
487,Anjali,19,12,Arts,CS,Topic5,Easy,7,88,4,Night,58,10,18,15,Final,Low,52,3,8,4,1,55,Video,3,6,8,3,2,3,3,83,2026,8,4,1
488,Neha,17,11,Science,Accounts,Topic5,Easy,2,86,2,Evening,36,6,25,16,Final,High,38,4,4,8,2,68,Video,6,5,6,8,5,1,1,86,2026,8,4,1
489,Arjun,19,11,Science,History,Topic8,Easy,4,81,3,Morning,44,13,32,6,Unit,High,47,5,9,4,1,70,Notes,2,6,3,6,5,2,2,68,2026,8,9,6
490,Priya,20,College,Science,Accounts,Topic6,Medium,5,56,4,Night,56,10,23,29,Final,High,68,7,8,6,4,115,Video,3,6,6,8,4,3,1,61,2026,8,21,4
491,Rohit,18,11,Arts,Math,Topic6,Hard,1,64,5,Night,35,5,19,18,Final,Low,48,2,1,10,2,135,Practice,3,8,6,5,2,1,3,68,2026,8,12,2
492,Sneha,16,11,Arts,CS,Topic10,Easy,10,76,5,Morning,33,13,22,8,Final,Low,79,3,3,3,1,99,Practice,5,7,2,1,5,3,1,76,2026,8,26,2
493,Rohit,20,11,Science,CS,Topic9,Medium,5,84,6,Night,52,7,34,8,Final,Low,67,5,4,5,3,121,Practice,6,6,8,2,5,1,1,86,2026,8,18,1
494,Neha,19,College,Arts,Math,Topic4,Easy,1,77,3,Evening,42,8,38,30,Final,Medium,39,4,7,4,4,97,Practice,5,7,2,3,5,3,2,63,2026,8,15,5
495,Neha,18,College,Commerce,Math,Topic4,Easy,5,87,3,Evening,46,5,29,22,Final,Low,70,4,3,9,1,147,Video,3,7,2,5,3,1,1,63,2026,8,22,5
496,Amit,16,12,Commerce,Physics,Topic5,Easy,10,57,2,Morning,51,6,20,17,Unit,Medium,73,6,5,4,3,70,Practice,2,6,5,9,4,3,3,69,2026,8,25,1
497,Arjun,20,College,Commerce,History,Topic8,Medium,2,57,4,Morning,53,10,25,9,Unit,Medium,50,7,9,1,3,134,Notes,3,8,2,6,5,1,2,81,2026,8,1,5
498,Anjali,20,11,Arts,Math,Topic3,Easy,1,84,3,Night,44,7,26,26,Final,Low,49,6,3,2,2,54,Practice,5,6,5,2,4,2,1,77,2026,8,1,5
499,Rahul,18,11,Commerce,CS,Topic7,Hard,5,58,3,Morning,31,8,40,6,Final,High,32,9,4,1,3,115,Practice,3,6,7,8,4,2,3,60,2026,8,12,2
500,Sneha,16,11,Commerce,Math,Topic8,Easy,5,77,6,Night,42,14,24,30,Final,Medium,40,1,6,9,4,60,Video,4,6,7,3,4,1,3,61,2026,8,28,4
